,A,B,C,G,R,X6,X8
967,7,1027.06,939.69,55.06,914,77.4617,0.2164
968,7,1048.54,959.68,53.59,718,74.9304,0.1766
969,7,1060.03,999.67,53.59,692,65.7514,0.1451
970,7,1024.47,929.69,54.56,826,76.5133,0.1808
971,7,1023.94,929.69,54.07,1038,85.4528,0.2093
972,6,1042.25,959.68,54.07,843,88.1376,0.1777
973,6,1025.21,899.7,55.06,1254,56.7783,0.1806
974,6,1009.66,899.7,55.06,1115,65.5605,0.2122
975,8,1022.25,959.68,55.06,756,83.5979,0.1812
976,7,1054.65,979.67,54.56,669,53.5127,0.1459
977,7,1058.49,969.68,54.56,765,36.9935,0.1817
978,8,1040.76,939.69,54.56,813,63.2226,0.1423
979,8,1027.51,939.69,53.59,1434,86.6806,0.1738
980,7,1029.66,949.68,53.59,1046,87.4761,0.1799
981,8,1018.55,949.68,55.06,754,91.1141,0.2182
982,5,1034.47,949.68,53.59,871,77.3823,0.2148
983,6,1044.1,949.68,53.59,820,81.3415,0.1774
984,5,1039.65,979.67,54.56,665,93.0827,0.1781
985,9,1043.73,979.67,54.07,782,68.798,0.1774
986,7,1038.17,939.69,54.07,1482,59.1093,0.1784
987,5,1052.34,939.69,53.12,1542,45.5253,0.1827
988,7,1065.8,999.67,53.12,880,68.1818,0.1804
989,7,1057.34,999.67,53.12,784,66.4541,0.1819
990,6,1054.83,989.67,53.59,932,70.1717,0.1756
991,6,1071.95,1009.66,52.19,988,82.99600000000001,0.1794
992,7,1058.88,969.68,52.19,1193,91.5339,0.1816
993,10,1043.5,969.68,53.59,1250,88.32,0.1843
994,7,1035.21,939.69,54.56,1387,85.0036,0.2147
995,7,1038.54,939.69,54.07,946,88.055,0.1783
996,7,1047.43,949.68,54.07,779,89.2169,0.1768
997,9,1037.8,949.68,54.56,855,91.345,0.1784
998,8,1043.11,969.68,53.12,854,75.9953,0.1844
999,8,1035.58,959.68,53.12,741,66.9366,0.1788
1000,8,1024.47,959.68,55.57,889,83.1271,0.1808
1001,9,1042.62,949.68,53.59,1332,73.9489,0.1776
1002,8,1043.11,949.68,53.59,1260,73.25399999999999,0.1844
1003,7,1023.73,959.68,55.06,987,82.1682,0.1809
1004,7,1016.09,939.69,55.57,894,68.3445,0.2109
1005,6,1018.18,929.69,55.57,703,81.9346,0.2183
1006,8,1015.59,929.69,53.59,890,82.3596,0.1823
1007,7,1036.32,949.68,53.59,622,67.5241,0.2144
1008,7,1042.99,979.67,54.07,578,83.045,0.2131
1009,6,1049.65,979.67,52.65,609,93.1034,0.1764
1010,7,1059.26,969.68,52.65,949,79.3467,0.1816
1011,6,1039.28,959.68,54.56,980,65.7143,0.1782
1012,7,1053.72,959.68,53.59,1000,80.1,0.1757
1013,7,1047.34,969.68,53.59,672,94.0476,0.1836
1014,6,1034.47,969.68,55.06,598,80.4348,0.179
1015,7,1021.09,949.68,56.62,635,85.6693,0.2099
1016,6,1017.81,939.69,53.59,1469,57.1137,0.182
1017,6,1050.8,939.69,52.19,1110,57.3874,0.183
1018,7,1066.18,969.68,52.19,589,46.0102,0.1804
1019,7,1041.13,959.68,53.59,759,50.9881,0.1779
1020,6,1033.36,959.68,54.07,609,82.266,0.1792
1021,7,1056.96,979.67,54.07,628,66.5605,0.182
1022,8,1058.11,979.67,53.59,923,60.3467,0.1818
1023,7,1034.47,889.7,53.59,1497,48.3634,0.179
1024,7,1002.17,889.7,54.56,1427,44.2186,0.1782
1025,7,983.6,899.7,54.56,1487,59.9193,0.1816
1026,8,973.25,899.7,57.71,1352,61.0207,0.1835
1027,7,1014.85,899.7,52.65,1564,71.0997,0.1825
1028,6,1041.13,919.69,52.65,1424,60.8146,0.1779
